session_id,user_id,session_date,session_type,session_length_minutes,num_messages,main_topic,sentiment_score
s_u_006766_01,u_006766,2026-05-05,text,3.43,22,motivation,-0.113
s_u_006766_02,u_006766,2026-05-05,text,1.88,8,motivation,-0.186
s_u_006766_03,u_006766,2026-05-01,text,2.44,9,motivation,-0.309
s_u_006766_04,u_006766,2026-05-03,voice,0.2,2,motivation,-0.178
s_u_006767_01,u_006767,2026-04-26,text,0.2,3,motivation,-0.418
s_u_006767_02,u_006767,2026-04-25,text,0.2,2,motivation,0.023
s_u_006768_01,u_006768,2026-04-25,text,0.2,2,motivation,0.431
s_u_006769_01,u_006769,2026-05-02,voice,4.07,10,family,-0.045
s_u_006769_02,u_006769,2026-04-28,text,0.2,3,family,0.098
s_u_006769_03,u_006769,2026-05-02,text,4.45,14,family,0.153
s_u_006769_04,u_006769,2026-05-03,voice,0.2,4,general_checkin,0.285
s_u_006769_05,u_006769,2026-04-29,voice,2.24,5,family,-0.195
s_u_006770_01,u_006770,2026-04-26,voice,0.67,2,sleep,-0.311
s_u_006770_02,u_006770,2026-04-23,voice,2.13,5,sleep,-0.272
s_u_006771_01,u_006771,2026-04-25,text,3.36,12,sleep,-0.701
s_u_006771_02,u_006771,2026-04-27,voice,0.2,2,sleep,-0.934
s_u_006771_03,u_006771,2026-04-24,voice,0.84,4,general_checkin,-0.716
s_u_006771_04,u_006771,2026-04-28,voice,0.38,2,general_checkin,-0.755
s_u_006771_05,u_006771,2026-04-29,voice,1.47,6,motivation,-0.574
s_u_006772_01,u_006772,2026-04-09,voice,1.6,6,relationships,-0.649
s_u_006772_02,u_006772,2026-04-06,voice,3.33,10,general_checkin,-0.65
s_u_006772_03,u_006772,2026-04-08,text,3.0,16,relationships,-0.268
s_u_006773_01,u_006773,2026-04-09,voice,0.2,2,family,-0.367
s_u_006773_02,u_006773,2026-04-12,text,0.2,2,general_checkin,-0.473
s_u_006774_01,u_006774,2026-04-23,voice,3.27,11,school_stress,-0.405
s_u_006775_01,u_006775,2026-04-25,voice,1.67,7,relationships,0.154
s_u_006775_02,u_006775,2026-04-24,voice,3.34,10,motivation,-0.048
s_u_006776_01,u_006776,2026-04-15,voice,9.11,16,motivation,-0.249
s_u_006776_02,u_006776,2026-04-21,voice,8.25,13,motivation,-0.619
s_u_006776_03,u_006776,2026-04-20,text,6.61,22,general_checkin,-0.354
s_u_006777_01,u_006777,2026-04-19,voice,2.61,6,general_checkin,0.484
s_u_006778_01,u_006778,2026-04-30,voice,6.16,17,relationships,-0.098
s_u_006778_02,u_006778,2026-04-28,text,2.54,10,relationships,0.282
s_u_006779_01,u_006779,2026-04-05,voice,3.42,8,motivation,-0.474
s_u_006779_02,u_006779,2026-04-05,voice,1.2,5,motivation,-0.049
s_u_006779_03,u_006779,2026-04-07,voice,2.69,10,motivation,-0.261
s_u_006780_01,u_006780,2026-04-12,voice,11.23,22,motivation,0.173
s_u_006780_02,u_006780,2026-04-10,text,9.56,39,motivation,0.007
s_u_006780_03,u_006780,2026-04-12,text,12.72,45,motivation,0.043
s_u_006781_01,u_006781,2026-04-10,voice,0.2,2,school_stress,0.258
s_u_006781_02,u_006781,2026-04-03,text,1.22,7,motivation,0.274
s_u_006781_03,u_006781,2026-04-05,text,0.2,3,school_stress,0.297
s_u_006781_04,u_006781,2026-04-09,voice,4.78,18,school_stress,0.22
s_u_006781_05,u_006781,2026-04-06,voice,2.45,7,school_stress,0.545
s_u_006782_01,u_006782,2026-04-23,text,1.41,7,relationships,0.05
s_u_006782_02,u_006782,2026-04-18,voice,0.2,2,motivation,-0.152
s_u_006782_03,u_006782,2026-04-20,voice,3.83,10,general_checkin,-0.344
s_u_006783_01,u_006783,2026-04-01,voice,7.5,12,motivation,-0.143
s_u_006783_02,u_006783,2026-04-04,text,2.53,10,motivation,-0.269
s_u_006783_03,u_006783,2026-04-07,text,4.02,21,motivation,-0.246
s_u_006783_04,u_006783,2026-04-08,text,3.0,8,motivation,-0.067
s_u_006783_05,u_006783,2026-04-04,voice,8.69,10,motivation,-0.037
s_u_006783_06,u_006783,2026-04-01,text,4.43,21,motivation,-0.441
s_u_006784_01,u_006784,2026-04-28,voice,2.64,8,school_stress,-0.767
s_u_006784_02,u_006784,2026-04-29,text,3.12,16,school_stress,-1.0
s_u_006784_03,u_006784,2026-04-29,text,5.3,20,school_stress,-0.482
s_u_006785_01,u_006785,2026-04-26,text,3.18,13,relationships,-0.585
s_u_006786_01,u_006786,2026-04-04,voice,4.0,11,career,-0.479
s_u_006786_02,u_006786,2026-04-10,voice,1.27,7,career,-0.37
s_u_006786_03,u_006786,2026-04-11,voice,0.27,3,career,-0.395
s_u_006787_01,u_006787,2026-05-03,voice,7.79,15,loneliness,-0.753
s_u_006787_02,u_006787,2026-04-27,voice,6.53,18,loneliness,-0.569
s_u_006788_01,u_006788,2026-04-10,text,3.4,16,relationships,-0.449
s_u_006788_02,u_006788,2026-04-12,voice,2.88,7,relationships,-0.289
s_u_006788_03,u_006788,2026-04-16,voice,1.79,5,relationships,-0.666
s_u_006789_01,u_006789,2026-04-16,voice,4.56,8,school_stress,-0.941
s_u_006789_02,u_006789,2026-04-14,text,2.53,8,motivation,-0.769
s_u_006789_03,u_006789,2026-04-17,voice,0.2,2,school_stress,-0.837
s_u_006790_01,u_006790,2026-04-20,voice,3.09,7,loneliness,-1.0
s_u_006790_02,u_006790,2026-04-18,voice,7.81,17,loneliness,-1.0
s_u_006790_03,u_006790,2026-04-19,voice,6.51,12,loneliness,-0.746
s_u_006790_04,u_006790,2026-04-24,text,6.22,16,loneliness,-0.815
s_u_006791_01,u_006791,2026-04-08,text,1.7,4,loneliness,-0.18
s_u_006791_02,u_006791,2026-04-04,voice,0.2,2,loneliness,-0.254
s_u_006791_03,u_006791,2026-04-07,voice,4.13,6,loneliness,-0.136
s_u_006791_04,u_006791,2026-04-07,text,0.47,3,loneliness,0.094
s_u_006791_05,u_006791,2026-04-04,text,8.4,30,motivation,-0.063
s_u_006791_06,u_006791,2026-04-08,voice,3.67,7,loneliness,0.043
s_u_006792_01,u_006792,2026-05-05,voice,3.25,9,school_stress,-0.334
s_u_006792_02,u_006792,2026-04-29,text,7.33,32,school_stress,-0.577
s_u_006792_03,u_006792,2026-04-30,voice,7.25,12,school_stress,-0.666
s_u_006792_04,u_006792,2026-05-04,text,5.09,15,school_stress,-0.581
s_u_006792_05,u_006792,2026-05-01,voice,6.25,15,school_stress,-0.48
s_u_006793_01,u_006793,2026-04-25,voice,5.76,17,career,0.305
s_u_006793_02,u_006793,2026-04-30,text,3.87,14,career,0.249
s_u_006793_03,u_006793,2026-05-01,voice,8.5,19,career,0.656
s_u_006793_04,u_006793,2026-04-24,text,5.88,24,general_checkin,0.074
s_u_006794_01,u_006794,2026-04-30,text,1.45,8,career,-0.613
s_u_006794_02,u_006794,2026-05-05,text,0.2,2,motivation,-0.235
s_u_006795_01,u_006795,2026-04-07,voice,1.22,4,motivation,0.394
s_u_006795_02,u_006795,2026-04-12,text,1.1,3,motivation,0.185
s_u_006795_03,u_006795,2026-04-14,voice,2.53,4,motivation,-0.041
s_u_006795_04,u_006795,2026-04-08,text,0.2,4,general_checkin,-0.279
s_u_006795_05,u_006795,2026-04-13,voice,2.62,9,motivation,-0.325
s_u_006795_06,u_006795,2026-04-09,text,3.0,10,motivation,0.243
s_u_006795_07,u_006795,2026-04-08,voice,0.91,4,motivation,0.222
s_u_006796_01,u_006796,2026-04-09,text,1.65,8,family,-0.309
s_u_006796_02,u_006796,2026-04-11,voice,0.2,4,motivation,-0.258
s_u_006797_01,u_006797,2026-05-06,voice,4.26,13,loneliness,-0.103
s_u_006797_02,u_006797,2026-05-01,text,3.82,15,loneliness,-0.547
s_u_006797_03,u_006797,2026-05-03,text,4.22,12,general_checkin,-0.269
s_u_006798_01,u_006798,2026-04-12,voice,8.16,12,school_stress,-0.365
s_u_006798_02,u_006798,2026-04-12,text,5.48,24,school_stress,-0.466
s_u_006798_03,u_006798,2026-04-11,text,5.75,14,school_stress,-0.416
s_u_006798_04,u_006798,2026-04-08,text,9.26,43,general_checkin,-0.401
s_u_006798_05,u_006798,2026-04-12,text,7.74,30,school_stress,0.138
s_u_006799_01,u_006799,2026-04-18,voice,1.3,6,sleep,-0.378
s_u_006800_01,u_006800,2026-04-24,voice,15.27,23,career,0.015
s_u_006800_02,u_006800,2026-04-24,text,6.87,35,career,0.183
s_u_006801_01,u_006801,2026-04-19,voice,9.13,19,relationships,-1.0
s_u_006802_01,u_006802,2026-04-08,text,6.35,20,school_stress,-0.68
s_u_006802_02,u_006802,2026-04-04,voice,6.32,20,school_stress,-0.787
s_u_006802_03,u_006802,2026-04-07,text,3.69,17,school_stress,-0.812
s_u_006803_01,u_006803,2026-04-03,text,3.98,24,general_checkin,0.197
s_u_006803_02,u_006803,2026-04-05,voice,0.2,2,general_checkin,0.339
s_u_006803_03,u_006803,2026-04-10,text,0.2,3,general_checkin,0.292
s_u_006804_01,u_006804,2026-04-18,voice,2.93,8,relationships,0.147
s_u_006804_02,u_006804,2026-04-17,voice,0.97,3,general_checkin,-0.251
s_u_006804_03,u_006804,2026-04-12,text,4.02,17,relationships,-0.213
s_u_006804_04,u_006804,2026-04-16,text,3.58,8,general_checkin,-0.134
s_u_006804_05,u_006804,2026-04-15,voice,3.08,7,motivation,-0.284
s_u_006805_01,u_006805,2026-04-10,text,4.17,16,career,-0.129
s_u_006805_02,u_006805,2026-04-11,voice,0.2,2,career,-0.581
s_u_006805_03,u_006805,2026-04-10,voice,0.91,4,career,-0.657
s_u_006805_04,u_006805,2026-04-11,voice,0.2,2,general_checkin,-0.209
s_u_006806_01,u_006806,2026-04-15,voice,5.47,12,motivation,0.551
s_u_006806_02,u_006806,2026-04-20,voice,7.35,19,motivation,0.743
s_u_006806_03,u_006806,2026-04-20,text,3.73,18,motivation,0.691
s_u_006806_04,u_006806,2026-04-19,text,2.96,16,motivation,0.584
s_u_006806_05,u_006806,2026-04-15,text,5.59,19,general_checkin,0.826
s_u_006807_01,u_006807,2026-05-05,voice,6.1,8,motivation,-0.556
s_u_006807_02,u_006807,2026-04-30,voice,1.93,3,motivation,-0.253
s_u_006808_01,u_006808,2026-04-05,text,4.86,15,sleep,0.445
s_u_006808_02,u_006808,2026-04-10,voice,0.2,2,sleep,0.482
s_u_006809_01,u_006809,2026-05-03,text,0.2,2,motivation,0.21
s_u_006809_02,u_006809,2026-05-05,voice,0.38,3,motivation,0.181
s_u_006810_01,u_006810,2026-04-29,voice,4.51,10,relationships,-0.294
s_u_006810_02,u_006810,2026-05-06,text,1.28,8,relationships,-0.441
s_u_006810_03,u_006810,2026-05-02,voice,2.73,8,relationships,-0.302
s_u_006810_04,u_006810,2026-05-05,voice,5.06,10,relationships,-0.025
s_u_006810_05,u_006810,2026-05-05,voice,2.06,5,motivation,-0.095
s_u_006810_06,u_006810,2026-05-06,voice,0.35,2,relationships,-0.496
s_u_006810_07,u_006810,2026-05-02,text,3.45,9,relationships,0.096
s_u_006810_08,u_006810,2026-04-30,voice,3.2,5,relationships,-0.197
s_u_006811_01,u_006811,2026-04-11,text,4.97,16,motivation,-0.627
s_u_006811_02,u_006811,2026-04-11,text,0.43,4,motivation,-0.471
s_u_006812_01,u_006812,2026-05-05,voice,4.57,12,sleep,-0.447
s_u_006812_02,u_006812,2026-05-08,voice,2.53,8,sleep,0.078
s_u_006812_03,u_006812,2026-05-04,text,3.73,17,sleep,-0.237
s_u_006812_04,u_006812,2026-05-06,voice,1.67,7,general_checkin,0.008
s_u_006813_01,u_006813,2026-04-19,text,0.2,2,loneliness,-0.925
s_u_006813_02,u_006813,2026-04-13,text,0.2,4,loneliness,-0.433
s_u_006813_03,u_006813,2026-04-16,text,2.3,13,loneliness,-0.868
s_u_006813_04,u_006813,2026-04-20,voice,1.38,4,loneliness,-0.642
s_u_006814_01,u_006814,2026-04-13,voice,5.38,9,general_checkin,-0.204
s_u_006814_02,u_006814,2026-04-10,text,4.46,19,motivation,-0.489
s_u_006814_03,u_006814,2026-04-13,voice,8.99,14,general_checkin,-0.214
s_u_006814_04,u_006814,2026-04-11,voice,10.03,24,general_checkin,-0.476
s_u_006814_05,u_006814,2026-04-15,text,5.52,17,motivation,-0.338
s_u_006814_06,u_006814,2026-04-08,text,10.86,40,general_checkin,-0.545
s_u_006815_01,u_006815,2026-04-24,voice,8.06,23,sleep,-1.0
s_u_006815_02,u_006815,2026-04-25,voice,4.72,9,sleep,-1.0
s_u_006815_03,u_006815,2026-04-23,voice,9.99,16,sleep,-0.464
s_u_006815_04,u_006815,2026-04-23,text,9.02,28,sleep,-0.435
s_u_006815_05,u_006815,2026-04-23,text,9.13,21,sleep,-0.331
s_u_006816_01,u_006816,2026-04-30,voice,2.5,4,school_stress,-0.353
s_u_006816_02,u_006816,2026-05-06,voice,4.25,11,school_stress,0.025
s_u_006817_01,u_006817,2026-04-21,voice,1.42,3,family,-0.12
s_u_006817_02,u_006817,2026-04-17,text,0.2,4,general_checkin,0.313
s_u_006817_03,u_006817,2026-04-14,text,1.3,7,family,-0.012
s_u_006818_01,u_006818,2026-04-16,voice,3.85,13,general_checkin,-0.817
s_u_006818_02,u_006818,2026-04-21,text,2.02,5,general_checkin,-0.943
s_u_006818_03,u_006818,2026-04-14,text,3.62,13,general_checkin,-0.947
s_u_006818_04,u_006818,2026-04-17,voice,1.99,6,general_checkin,-0.682
s_u_006818_05,u_006818,2026-04-16,text,1.06,5,general_checkin,-0.856
s_u_006818_06,u_006818,2026-04-16,voice,0.2,2,general_checkin,-0.4
s_u_006818_07,u_006818,2026-04-21,voice,3.04,5,general_checkin,-0.751
s_u_006819_01,u_006819,2026-04-22,text,2.53,11,motivation,0.133
s_u_006820_01,u_006820,2026-04-28,voice,2.19,7,school_stress,0.278
s_u_006820_02,u_006820,2026-04-24,text,6.09,24,school_stress,0.561
s_u_006820_03,u_006820,2026-04-27,voice,7.92,15,school_stress,0.053
s_u_006820_04,u_006820,2026-04-30,voice,5.01,10,school_stress,-0.023
s_u_006820_05,u_006820,2026-04-30,voice,9.2,17,school_stress,0.273
s_u_006820_06,u_006820,2026-04-23,text,3.31,10,motivation,-0.072
s_u_006820_07,u_006820,2026-04-29,text,3.67,13,school_stress,-0.189
s_u_006821_01,u_006821,2026-04-17,voice,0.2,3,school_stress,-0.531
s_u_006821_02,u_006821,2026-04-22,text,2.68,7,general_checkin,-0.214
s_u_006821_03,u_006821,2026-04-21,text,1.95,5,school_stress,-0.114
s_u_006821_04,u_006821,2026-04-17,voice,3.31,9,general_checkin,-0.6
s_u_006822_01,u_006822,2026-04-23,voice,3.48,10,school_stress,-0.302
s_u_006822_02,u_006822,2026-04-21,text,2.01,8,general_checkin,-0.099
s_u_006822_03,u_006822,2026-04-23,text,1.35,10,school_stress,-0.227
s_u_006822_04,u_006822,2026-04-20,voice,3.42,7,school_stress,-0.163
s_u_006823_01,u_006823,2026-04-10,voice,3.42,9,sleep,-0.573
s_u_006823_02,u_006823,2026-04-07,text,2.32,18,general_checkin,-0.24
s_u_006823_03,u_006823,2026-04-12,voice,3.48,9,sleep,-0.418
s_u_006824_01,u_006824,2026-04-28,voice,7.61,14,motivation,0.228
s_u_006824_02,u_006824,2026-05-02,text,1.14,3,motivation,0.276
s_u_006824_03,u_006824,2026-04-25,voice,3.85,14,motivation,0.601
s_u_006824_04,u_006824,2026-04-25,voice,5.02,11,motivation,0.368
s_u_006824_05,u_006824,2026-04-26,voice,5.0,10,motivation,0.101
s_u_006825_01,u_006825,2026-04-14,voice,0.2,2,family,0.154
s_u_006825_02,u_006825,2026-04-18,text,3.35,23,family,0.032
s_u_006826_01,u_006826,2026-04-18,voice,0.2,4,school_stress,0.765
s_u_006826_02,u_006826,2026-04-18,voice,4.7,10,motivation,1.0
s_u_006826_03,u_006826,2026-04-19,text,0.42,3,school_stress,1.0
s_u_006826_04,u_006826,2026-04-17,voice,0.2,2,motivation,0.684
s_u_006826_05,u_006826,2026-04-23,voice,2.97,6,motivation,0.872
s_u_006826_06,u_006826,2026-04-20,voice,2.34,9,school_stress,1.0
s_u_006826_07,u_006826,2026-04-21,text,0.2,3,school_stress,0.688
s_u_006827_01,u_006827,2026-04-15,voice,5.89,11,motivation,-0.01
s_u_006827_02,u_006827,2026-04-15,voice,0.2,3,motivation,0.052
s_u_006827_03,u_006827,2026-04-11,text,3.29,10,motivation,0.016
s_u_006828_01,u_006828,2026-04-30,voice,0.2,2,loneliness,0.002
s_u_006828_02,u_006828,2026-05-05,text,0.2,2,loneliness,0.036
s_u_006828_03,u_006828,2026-05-05,voice,5.24,11,general_checkin,0.344
s_u_006828_04,u_006828,2026-05-04,voice,2.43,9,loneliness,-0.245
s_u_006828_05,u_006828,2026-05-04,voice,5.02,13,loneliness,0.124
s_u_006829_01,u_006829,2026-05-05,voice,6.95,22,school_stress,-0.263
s_u_006829_02,u_006829,2026-04-28,text,0.2,4,school_stress,-0.5
s_u_006829_03,u_006829,2026-05-02,voice,2.97,5,school_stress,-0.455
s_u_006830_01,u_006830,2026-05-01,text,2.6,10,general_checkin,1.0
s_u_006830_02,u_006830,2026-04-28,text,1.37,6,general_checkin,0.758
s_u_006831_01,u_006831,2026-05-07,voice,3.49,3,school_stress,0.302
s_u_006831_02,u_006831,2026-05-03,text,2.35,6,school_stress,0.473
s_u_006831_03,u_006831,2026-05-06,voice,3.38,7,school_stress,0.546
s_u_006831_04,u_006831,2026-05-04,voice,5.23,10,motivation,0.219
s_u_006831_05,u_006831,2026-05-03,text,4.45,16,general_checkin,0.325
s_u_006831_06,u_006831,2026-05-01,voice,3.1,7,school_stress,0.124
s_u_006831_07,u_006831,2026-05-07,text,2.78,11,school_stress,0.464
s_u_006831_08,u_006831,2026-05-02,voice,2.71,7,general_checkin,0.2
s_u_006831_09,u_006831,2026-05-02,text,2.94,11,general_checkin,-0.065
s_u_006832_01,u_006832,2026-04-09,voice,0.2,3,motivation,0.191
s_u_006832_02,u_006832,2026-04-09,text,0.2,2,motivation,-0.072
s_u_006833_01,u_006833,2026-04-18,text,3.5,18,career,-0.175
s_u_006833_02,u_006833,2026-04-18,text,0.2,3,career,-0.33
s_u_006833_03,u_006833,2026-04-18,text,2.21,8,general_checkin,-0.325
s_u_006834_01,u_006834,2026-04-11,voice,4.48,14,motivation,0.332
s_u_006834_02,u_006834,2026-04-09,voice,6.21,11,general_checkin,0.225
s_u_006834_03,u_006834,2026-04-10,text,2.52,11,motivation,0.259
s_u_006835_01,u_006835,2026-04-23,text,0.2,4,school_stress,1.0
s_u_006836_01,u_006836,2026-04-20,text,0.67,2,career,0.243
s_u_006836_02,u_006836,2026-04-20,voice,1.51,6,career,0.145
s_u_006837_01,u_006837,2026-04-21,voice,7.62,17,motivation,-0.236
s_u_006837_02,u_006837,2026-04-21,voice,5.79,9,motivation,-0.758
s_u_006837_03,u_006837,2026-04-20,voice,6.45,16,motivation,-0.291
s_u_006838_01,u_006838,2026-04-17,voice,2.25,4,sleep,0.551
s_u_006838_02,u_006838,2026-04-22,voice,6.25,8,sleep,0.571
s_u_006838_03,u_006838,2026-04-18,text,1.15,6,general_checkin,0.003
s_u_006839_01,u_006839,2026-04-24,voice,0.2,2,sleep,-0.882
s_u_006839_02,u_006839,2026-04-20,text,0.2,3,sleep,-0.494
s_u_006839_03,u_006839,2026-04-21,text,3.11,11,sleep,-0.55
s_u_006839_04,u_006839,2026-04-23,voice,1.72,4,general_checkin,-0.611
s_u_006840_01,u_006840,2026-05-02,voice,2.23,3,loneliness,-0.601
s_u_006840_02,u_006840,2026-05-03,text,0.2,4,loneliness,-0.803
s_u_006840_03,u_006840,2026-05-04,voice,0.58,2,loneliness,-0.65
s_u_006840_04,u_006840,2026-05-06,text,0.2,3,general_checkin,-1.0
s_u_006840_05,u_006840,2026-05-07,text,2.28,13,general_checkin,-0.832
s_u_006840_06,u_006840,2026-05-04,voice,0.2,2,loneliness,-0.65
s_u_006840_07,u_006840,2026-05-05,voice,0.2,4,general_checkin,-0.571
s_u_006841_01,u_006841,2026-05-05,voice,0.35,3,general_checkin,-0.113
s_u_006841_02,u_006841,2026-05-06,voice,2.89,9,general_checkin,-0.308
s_u_006841_03,u_006841,2026-04-30,voice,2.59,5,general_checkin,-0.424
s_u_006842_01,u_006842,2026-05-04,voice,12.09,29,family,-0.092
s_u_006842_02,u_006842,2026-04-30,voice,13.4,27,family,0.155
s_u_006842_03,u_006842,2026-04-30,text,14.65,56,family,0.224
s_u_006843_01,u_006843,2026-04-06,voice,2.1,4,career,-0.23
s_u_006843_02,u_006843,2026-04-07,voice,0.2,4,career,0.002
s_u_006843_03,u_006843,2026-04-06,voice,0.2,2,career,0.061
s_u_006843_04,u_006843,2026-04-07,text,0.2,3,general_checkin,-0.321
s_u_006843_05,u_006843,2026-04-04,text,0.2,7,career,-0.231
s_u_006843_06,u_006843,2026-04-09,voice,4.43,15,career,-0.219
s_u_006843_07,u_006843,2026-04-09,voice,0.73,3,motivation,-0.368
s_u_006844_01,u_006844,2026-04-16,voice,0.2,3,general_checkin,-0.356
s_u_006844_02,u_006844,2026-04-16,text,0.2,3,general_checkin,-0.144
s_u_006844_03,u_006844,2026-04-19,text,0.2,2,general_checkin,-0.201
s_u_006845_01,u_006845,2026-04-27,text,2.69,9,loneliness,-0.289
s_u_006845_02,u_006845,2026-04-27,voice,2.77,6,motivation,-0.233
s_u_006846_01,u_006846,2026-04-08,voice,3.95,5,motivation,0.101
s_u_006846_02,u_006846,2026-04-11,text,3.76,18,motivation,-0.072
s_u_006846_03,u_006846,2026-04-04,text,3.58,17,motivation,-0.135
s_u_006846_04,u_006846,2026-04-09,text,6.85,25,motivation,-0.242
s_u_006846_05,u_006846,2026-04-05,text,7.11,27,motivation,-0.062
s_u_006846_06,u_006846,2026-04-09,text,4.63,22,motivation,-0.37
s_u_006847_01,u_006847,2026-04-25,voice,0.55,3,family,-0.309
s_u_006847_02,u_006847,2026-04-20,text,0.83,6,family,-0.216
s_u_006847_03,u_006847,2026-04-22,voice,1.57,6,family,-0.452
s_u_006847_04,u_006847,2026-04-24,text,0.66,5,motivation,-0.381
s_u_006847_05,u_006847,2026-04-19,voice,1.33,4,family,-0.489
s_u_006847_06,u_006847,2026-04-21,voice,4.79,11,family,-0.5
s_u_006848_01,u_006848,2026-04-19,voice,4.75,17,school_stress,0.516
s_u_006848_02,u_006848,2026-04-22,text,3.4,16,motivation,0.552
s_u_006849_01,u_006849,2026-05-02,text,3.12,9,motivation,-0.141
s_u_006849_02,u_006849,2026-04-30,text,4.41,15,motivation,0.156
s_u_006849_03,u_006849,2026-05-01,voice,3.69,11,motivation,-0.346
s_u_006850_01,u_006850,2026-04-20,voice,0.2,2,relationships,-0.163
s_u_006850_02,u_006850,2026-04-14,voice,5.47,17,relationships,-0.318
s_u_006850_03,u_006850,2026-04-20,voice,2.26,4,relationships,-0.412
s_u_006850_04,u_006850,2026-04-18,text,3.49,13,relationships,0.116
s_u_006850_05,u_006850,2026-04-18,voice,3.65,12,motivation,-0.057
s_u_006850_06,u_006850,2026-04-21,voice,1.57,5,relationships,-0.069
s_u_006850_07,u_006850,2026-04-21,text,2.78,15,relationships,0.219
s_u_006850_08,u_006850,2026-04-17,text,3.93,11,relationships,-0.216
s_u_006850_09,u_006850,2026-04-21,voice,0.2,3,motivation,0.254
s_u_006851_01,u_006851,2026-05-02,text,0.33,4,motivation,0.939
s_u_006851_02,u_006851,2026-05-07,voice,2.22,6,motivation,0.775
s_u_006851_03,u_006851,2026-05-01,voice,1.68,4,motivation,1.0
s_u_006851_04,u_006851,2026-05-04,text,1.32,6,general_checkin,0.857
s_u_006851_05,u_006851,2026-05-01,text,6.71,25,general_checkin,0.725
s_u_006852_01,u_006852,2026-04-10,voice,0.2,2,relationships,0.29
s_u_006852_02,u_006852,2026-04-05,voice,1.84,5,relationships,0.341
s_u_006853_01,u_006853,2026-04-03,voice,0.97,7,general_checkin,0.385
s_u_006853_02,u_006853,2026-04-04,text,0.2,2,general_checkin,0.304
s_u_006854_01,u_006854,2026-04-30,voice,0.2,2,sleep,0.53
s_u_006854_02,u_006854,2026-04-28,voice,0.76,3,sleep,0.386
s_u_006854_03,u_006854,2026-04-30,text,1.66,6,sleep,0.416
s_u_006854_04,u_006854,2026-04-28,voice,2.11,7,sleep,0.639
s_u_006854_05,u_006854,2026-05-02,text,0.94,7,sleep,0.858
s_u_006854_06,u_006854,2026-04-28,text,6.59,29,sleep,0.612
s_u_006854_07,u_006854,2026-04-27,text,1.58,12,sleep,0.77
s_u_006855_01,u_006855,2026-04-06,voice,3.96,6,motivation,-0.426
s_u_006855_02,u_006855,2026-04-06,text,3.6,16,motivation,-0.359
s_u_006855_03,u_006855,2026-04-08,voice,0.36,2,motivation,-0.369
s_u_006855_04,u_006855,2026-04-05,voice,1.4,2,general_checkin,-0.67
s_u_006856_01,u_006856,2026-04-15,text,7.08,18,relationships,-0.64
s_u_006856_02,u_006856,2026-04-16,voice,5.84,18,relationships,-0.144
s_u_006856_03,u_006856,2026-04-18,text,1.98,9,general_checkin,-0.046
s_u_006857_01,u_006857,2026-04-03,voice,3.11,6,school_stress,-0.186
s_u_006857_02,u_006857,2026-04-06,text,5.3,22,general_checkin,-0.275
s_u_006857_03,u_006857,2026-04-07,text,2.17,12,school_stress,-0.404
s_u_006857_04,u_006857,2026-04-03,text,0.2,4,general_checkin,-0.186
s_u_006857_05,u_006857,2026-04-03,text,6.38,21,school_stress,-0.076
s_u_006857_06,u_006857,2026-04-03,text,3.36,15,school_stress,-0.238
s_u_006858_01,u_006858,2026-04-14,text,0.2,2,loneliness,-0.858
s_u_006858_02,u_006858,2026-04-17,text,1.62,9,loneliness,-0.566
s_u_006859_01,u_006859,2026-04-13,voice,6.03,12,career,-0.247
s_u_006859_02,u_006859,2026-04-18,voice,1.71,5,motivation,-0.439
s_u_006859_03,u_006859,2026-04-17,text,1.01,4,general_checkin,-0.244
s_u_006859_04,u_006859,2026-04-15,text,3.79,22,career,-0.31
s_u_006859_05,u_006859,2026-04-15,voice,5.89,10,general_checkin,-0.233
s_u_006859_06,u_006859,2026-04-16,text,3.1,20,career,-0.073
s_u_006860_01,u_006860,2026-04-20,text,0.97,5,motivation,1.0
s_u_006861_01,u_006861,2026-04-23,voice,2.41,9,general_checkin,-0.376
s_u_006861_02,u_006861,2026-04-23,voice,1.73,3,general_checkin,-0.571
s_u_006862_01,u_006862,2026-04-26,voice,0.2,2,career,-0.468
s_u_006862_02,u_006862,2026-04-23,text,2.51,12,career,-0.784
s_u_006862_03,u_006862,2026-04-22,voice,2.37,4,career,-0.393
s_u_006862_04,u_006862,2026-04-26,text,0.47,4,general_checkin,-0.326
s_u_006862_05,u_006862,2026-04-28,voice,0.2,3,career,-0.581
s_u_006863_01,u_006863,2026-04-14,voice,7.75,26,motivation,0.83
s_u_006863_02,u_006863,2026-04-20,text,9.02,42,motivation,0.506
s_u_006863_03,u_006863,2026-04-17,text,6.98,23,motivation,0.506
s_u_006863_04,u_006863,2026-04-21,text,6.36,21,motivation,0.668
s_u_006863_05,u_006863,2026-04-18,voice,5.89,16,motivation,0.438
s_u_006864_01,u_006864,2026-04-05,voice,1.19,4,relationships,-0.161
s_u_006864_02,u_006864,2026-04-03,voice,0.2,2,relationships,0.141
s_u_006864_03,u_006864,2026-04-05,text,4.96,11,relationships,0.052
s_u_006864_04,u_006864,2026-04-03,voice,2.48,5,general_checkin,-0.277
s_u_006864_05,u_006864,2026-04-05,voice,3.44,6,general_checkin,-0.16
s_u_006865_01,u_006865,2026-04-12,voice,0.2,2,family,-0.473
s_u_006865_02,u_006865,2026-04-18,voice,0.55,2,family,-0.656
s_u_006865_03,u_006865,2026-04-14,text,0.46,2,motivation,-0.769
